Age,Sex,Weight  in lbs,Height in Inch,IQ,Units of alcohol per day,Cigarettes per day,Marital Status,Additional People in household,Salary,Active,Health Score (high is good)
59,Female,161,69,80,1,0,Divorced,0,57278,Active,189
72,Female,134,62,91,2,0,Divorced,2,24929,Inactive,119
39,Female,128,67,91,1,0,Married,4,55121,Very Active,295
57,Female,111,68,102,1,14,Single,2,54522,Inactive,134
80,Female,143,67,107,0,0,Divorced,0,25083,Active,156
34,Male,173,72,96,0,0,Divorced,0,54107,Inactive,157
39,Female,128,66,94,3,13,Single,3,55858,Very Active,229
28,Female,127,61,104,0,0,Cohabiting,2,56109,Inactive,154
53,Male,167,74,97,5,0,Divorced,0,55397,Inactive,85
66,Female,115,62,103,0,0,Married,2,25029,Active,184
44,Male,173,69,96,1,0,Single,2,56851,Inactive,136
78,Female,163,64,105,0,0,Widowed,2,24921,Active,132
41,Female,108,67,92,1,0,Widowed,0,53282,Very Active,300
52,Female,104,61,106,0,0,Married,2,56011,Inactive,140
42,Female,138,67,80,0,0,Divorced,0,55101,Inactive,157
62,Female,141,64,114,0,8,Married,1,56437,Active,149
51,Female,133,65,98,0,0,Widowed,0,55202,Inactive,137
60,Female,136,71,100,1,0,Single,0,55605,Active,198
41,Female,106,65,89,1,0,Married,3,56581,Inactive,132
75,Female,104,67,100,0,9,Widowed,1,25013,Very Active,179
18,Female,132,72,99,1,0,Widowed,3,25091,Inactive,211
18,Female,125,63,98,1,0,Widowed,1,24986,Inactive,190
23,Female,126,65,108,0,0,Cohabiting,1,25046,Inactive,227
57,Female,127,70,114,0,0,Single,1,54373,Inactive,106
18,Female,119,65,102,0,37,Divorced,0,24939,Inactive,160
76,Male,171,72,96,0,0,Divorced,0,25044,Inactive,91
72,Female,129,71,101,2,0,Married,1,25047,Inactive,85
36,Female,117,67,103,0,0,Cohabiting,2,53441,Active,295
66,Female,129,67,101,1,34,Married,1,24973,Inactive,82
50,Male,174,71,104,0,0,Single,0,54082,Active,148
68,Female,105,65,102,3,0,Divorced,1,24968,Active,153
71,Male,197,71,103,1,0,Married,4,25142,Active,107
48,Female,128,63,101,1,0,Single,2,55602,Inactive,138
74,Female,140,61,98,1,0,Divorced,1,25022,Inactive,78
39,Female,124,67,96,0,0,Married,3,53815,Inactive,171
30,Female,105,69,87,0,0,Divorced,0,54348,Inactive,220
42,Female,137,63,104,1,17,Married,2,54513,Inactive,117
59,Male,175,74,104,1,0,Divorced,0,53876,Active,140
73,Female,136,62,98,4,25,Married,2,25104,Inactive,92
62,Male,159,72,95,2,0,Cohabiting,3,53937,Inactive,98
39,Male,163,72,94,0,0,Married,3,55076,Active,180
53,Female,136,61,104,1,0,Married,2,54797,Very Active,223
37,Female,113,63,106,0,0,Married,3,56302,Inactive,175
48,Female,112,62,110,3,0,Widowed,3,55584,Very Active,242
53,Female,140,63,103,0,0,Cohabiting,4,54462,Active,206
41,Female,107,63,95,0,0,Single,0,54206,Inactive,200
55,Female,146,69,108,1,0,Divorced,2,53433,Inactive,102
21,Female,105,68,103,1,0,Married,3,24942,Active,411
29,Female,135,69,105,0,0,Married,4,53626,Inactive,245
34,Female,119,69,109,1,0,Married,4,55934,Inactive,149
64,Female,123,64,120,3,0,Single,1,55057,Inactive,110
37,Female,109,69,101,2,0,Widowed,2,55838,Inactive,175
36,Male,156,71,105,3,0,Cohabiting,2,56258,Active,158
50,Male,173,72,104,2,0,Widowed,2,55099,Active,147
31,Female,104,67,105,0,14,Divorced,2,56223,Inactive,131
34,Female,104,71,96,2,0,Married,1,55560,Inactive,229
56,Female,131,69,90,1,20,Married,4,55664,Active,144
32,Male,168,70,89,1,36,Cohabiting,3,54888,Inactive,94
76,Male,166,72,109,1,0,Divorced,0,25097,Very Active,127
40,Female,128,62,98,0,0,Widowed,1,53729,Active,221
74,Female,151,66,112,1,23,Divorced,3,25055,Inactive,65
70,Male,165,72,100,1,0,Married,4,24966,Inactive,104
71,Female,139,67,103,0,0,Married,3,25141,Active,151
26,Female,107,64,105,0,0,Widowed,1,51901,Active,361
40,Female,114,70,102,0,0,Divorced,3,55922,Inactive,177
51,Female,89,60,103,0,15,Married,1,56899,Inactive,96
26,Male,184,77,94,1,0,Married,2,57844,Inactive,193
79,Female,115,63,88,1,29,Widowed,1,24954,Active,107
66,Female,114,67,96,1,0,Married,4,24904,Very Active,210
69,Male,153,73,95,1,0,Divorced,0,25011,Inactive,107
23,Female,135,66,102,1,0,Widowed,0,24980,Active,342
67,Female,119,68,101,0,0,Divorced,0,25044,Very Active,212
59,Male,164,72,101,1,0,Widowed,2,54334,Inactive,94
50,Male,138,69,94,2,0,Married,1,54585,Inactive,102
68,Female,141,68,112,0,0,Married,3,25032,Very Active,201
27,Male,184,72,89,2,0,Married,2,55801,Inactive,167
22,Male,161,67,104,1,0,Single,2,25120,Inactive,176
42,Female,138,61,116,0,7,Married,1,55265,Active,213
64,Female,134,62,96,2,16,Married,4,55985,Inactive,111
41,Male,171,75,107,1,0,Widowed,3,53748,Active,166
72,Male,168,75,96,1,0,Divorced,3,25024,Active,124
21,Female,98,69,100,0,0,Single,1,25046,Inactive,282
58,Male,194,71,99,0,0,Widowed,0,55949,Very Active,153
52,Male,161,78,96,1,0,Married,3,55578,Inactive,134
66,Female,126,67,106,2,0,Divorced,3,25080,Inactive,134
27,Female,154,66,102,1,5,Married,4,54402,Very Active,306
78,Male,168,68,99,0,28,Cohabiting,1,24935,Inactive,76
73,Female,134,66,103,1,0,Cohabiting,3,24958,Inactive,83
52,Female,119,65,99,2,0,Widowed,0,54478,Active,185
73,Male,211,77,101,1,0,Divorced,2,24958,Inactive,88
21,Female,125,67,100,2,0,Married,3,25010,Active,314
69,Female,109,67,108,2,0,Married,2,24962,Inactive,133
28,Male,193,71,106,3,28,Married,1,55320,Inactive,84
77,Male,169,65,93,1,36,Widowed,3,24971,Inactive,55
34,Female,124,69,103,1,0,Married,3,54130,Inactive,221
29,Female,123,65,95,2,7,Widowed,2,56450,Inactive,132
43,Female,136,67,103,1,0,Married,2,55996,Very Active,271
77,Female,123,65,102,1,0,Married,2,24917,Inactive,80
47,Female,138,63,99,0,0,Married,1,54202,Inactive,168
51,Male,188,77,101,2,31,Widowed,3,55842,Very Active,116
24,Male,193,69,101,0,21,Married,4,25002,Inactive,109
79,Male,146,70,97,1,0,Married,2,24988,Inactive,77
20,Male,206,73,101,1,0,Married,2,25078,Active,215
45,Male,148,73,108,0,0,Married,2,56486,Inactive,155
21,Female,126,67,98,1,0,Divorced,1,24959,Active,374
29,Male,188,77,98,1,0,Married,4,57530,Inactive,181
80,Male,178,73,91,1,0,Divorced,1,24960,Active,112
75,Male,164,69,102,2,40,Married,2,25037,Active,82
29,Male,157,74,97,3,0,Married,4,55386,Inactive,164
68,Female,117,67,104,1,0,Divorced,3,24948,Very Active,204
32,Male,184,75,109,1,13,Divorced,0,55677,Active,153
40,Female,113,70,108,3,0,Married,4,57834,Active,257
72,Male,139,66,103,1,0,Widowed,3,25099,Inactive,91
78,Male,184,69,88,2,0,Divorced,3,24900,Inactive,71
66,Female,142,67,94,2,0,Widowed,3,25047,Very Active,195
33,Male,188,70,93,0,0,Married,2,54751,Very Active,217
56,Male,154,72,98,0,0,Married,1,55911,Inactive,117
19,Female,119,65,104,1,0,Married,2,25060,Inactive,245
49,Male,161,69,89,1,0,Married,3,54135,Active,156
49,Female,95,69,95,1,0,Single,1,55138,Active,215
23,Male,160,70,102,0,0,Divorced,3,24914,Active,239
73,Male,185,73,100,1,36,Cohabiting,3,24993,Inactive,73
21,Female,120,67,90,0,10,Married,4,25057,Active,321
25,Female,133,63,100,0,0,Widowed,3,55496,Inactive,206
50,Male,167,71,96,0,0,Married,4,57139,Inactive,109
48,Male,182,71,106,0,0,Cohabiting,3,54664,Inactive,136
78,Female,139,65,91,0,6,Single,2,24774,Active,149
69,Male,184,71,101,1,0,Married,4,25068,Very Active,132
25,Female,154,70,93,1,0,Married,3,53754,Active,285
63,Female,107,64,109,1,0,Cohabiting,2,52897,Inactive,120
59,Female,135,64,99,0,0,Cohabiting,1,56689,Very Active,219
22,Female,134,66,89,1,0,Married,1,24962,Active,351
49,Male,150,72,105,1,0,Married,2,54508,Inactive,136
54,Female,116,64,93,1,0,Widowed,2,54300,Inactive,105
39,Female,146,67,110,1,0,Single,3,57124,Active,219
79,Female,128,74,104,1,10,Single,1,25040,Inactive,74
80,Female,151,69,103,0,0,Married,3,25068,Active,137
50,Female,118,61,99,1,0,Married,2,52001,Inactive,162
52,Male,169,72,90,2,0,Divorced,3,54459,Inactive,96
49,Male,172,68,108,0,18,Married,2,56879,Active,118
60,Female,127,62,103,2,0,Single,1,54045,Inactive,138
18,Female,105,63,107,1,0,Cohabiting,4,25110,Inactive,207
45,Female,149,66,106,1,0,Married,2,54574,Inactive,169
75,Male,161,73,92,0,0,Single,1,24827,Very Active,135
58,Female,109,65,97,0,0,Married,1,53650,Inactive,105
53,Female,142,63,100,2,28,Married,4,52235,Active,145
38,Male,169,78,103,1,0,Single,0,55841,Very Active,211
18,Female,115,65,103,1,0,Widowed,0,25066,Inactive,256
24,Female,109,68,102,0,0,Married,1,25146,Active,345
75,Female,130,69,100,0,0,Single,3,25071,Active,170
27,Female,125,64,100,1,0,Married,3,55472,Active,278
55,Male,177,75,93,1,0,Divorced,3,56268,Inactive,123
59,Female,123,67,100,0,0,Married,3,56404,Inactive,128
28,Male,152,73,105,0,0,Married,3,53537,Inactive,187
45,Female,136,61,92,0,24,Widowed,0,57269,Active,169
42,Male,170,66,105,2,0,Divorced,2,54755,Inactive,103
66,Female,141,66,107,0,0,Divorced,0,25045,Active,180
34,Female,133,68,97,0,0,Married,4,53235,Inactive,221
66,Female,142,64,104,2,0,Married,1,25149,Active,148
29,Female,130,62,107,1,0,Married,2,55224,Active,292
61,Female,125,65,107,0,0,Cohabiting,2,53951,Active,196
49,Male,150,65,104,0,28,Married,1,55303,Active,108
36,Female,143,61,94,1,0,Cohabiting,1,55598,Active,246
74,Female,138,71,102,2,0,Single,0,24898,Inactive,123
64,Male,166,74,105,1,0,Married,4,56078,Very Active,146
49,Male,167,72,108,1,13,Married,1,55404,Inactive,113
52,Female,126,70,103,1,0,Widowed,3,55120,Inactive,166
26,Female,104,61,86,0,0,Single,2,54913,Inactive,175
20,Female,127,72,98,0,6,Married,2,25007,Inactive,185
62,Male,156,75,94,1,0,Married,2,56258,Active,129
43,Female,122,70,105,0,0,Married,2,56435,Active,231
19,Male,171,71,105,0,0,Divorced,0,24938,Active,257
24,Female,104,67,107,4,0,Single,3,24976,Inactive,207
43,Female,128,67,99,1,0,Married,1,53886,Active,215
52,Male,181,76,99,1,0,Married,2,52501,Very Active,167
57,Female,113,65,102,0,0,Married,3,56204,Inactive,132
58,Male,161,75,105,4,0,Widowed,2,54299,Inactive,85
19,Female,127,65,96,0,0,Divorced,2,24991,Active,349
60,Female,129,68,92,1,0,Married,3,54702,Inactive,147
63,Male,207,75,95,1,37,Widowed,0,52662,Very Active,100
67,Female,127,64,101,1,0,Married,4,25041,Inactive,132
43,Male,173,71,96,2,0,Single,2,53095,Very Active,173
79,Female,128,65,103,0,0,Widowed,2,25063,Inactive,120
48,Female,133,62,104,2,17,Married,3,54357,Very Active,193
79,Female,130,64,87,3,0,Married,2,24972,Inactive,112
62,Male,174,67,96,3,0,Widowed,0,55105,Inactive,89
67,Female,107,63,105,0,31,Married,3,24937,Inactive,103
20,Female,143,68,100,0,0,Married,1,25010,Very Active,431
56,Female,85,67,98,1,0,Married,3,53814,Inactive,140
77,Female,104,62,104,0,0,Married,4,24911,Very Active,187
75,Female,115,70,104,1,0,Married,4,25067,Inactive,107
39,Female,143,62,86,2,0,Married,4,54447,Inactive,174
32,Female,127,74,102,1,29,Married,1,54042,Inactive,101
24,Female,107,73,98,3,0,Married,2,25035,Very Active,408
70,Female,97,74,91,0,0,Married,4,24918,Inactive,121
35,Male,195,72,93,3,0,Married,1,54539,Inactive,136
42,Female,141,74,98,3,0,Single,3,55520,Active,242
52,Male,172,75,105,0,0,Married,1,54653,Very Active,177
72,Male,166,69,98,1,1,Married,2,25068,Very Active,128
62,Male,166,72,105,2,0,Married,1,55373,Inactive,108
37,Female,111,61,101,0,35,Married,1,54219,Active,151
28,Female,134,65,110,3,0,Married,4,54447,Inactive,178
44,Female,119,66,107,1,0,Married,4,53182,Active,245
32,Female,128,63,109,3,21,Single,0,53597,Inactive,147
40,Male,171,70,89,3,0,Divorced,3,55676,Inactive,131
31,Male,172,74,113,1,9,Married,1,53579,Inactive,151
60,Female,125,63,102,3,0,Married,3,56076,Inactive,91
62,Female,112,66,94,1,0,Single,3,55128,Inactive,97
18,Female,129,67,102,0,39,Single,0,25068,Active,207
53,Male,192,67,93,0,0,Divorced,3,56627,Inactive,96
80,Male,186,75,99,0,0,Widowed,2,24926,Inactive,97
35,Female,121,72,100,0,0,Widowed,3,53625,Active,272
61,Male,158,71,97,1,0,Divorced,0,53446,Active,126
75,Female,119,69,98,2,0,Widowed,3,24873,Inactive,83
37,Male,173,66,110,3,5,Married,4,55675,Inactive,98
49,Male,179,72,102,0,0,Widowed,1,53680,Inactive,136
57,Male,177,73,98,1,0,Married,4,51843,Inactive,119
38,Female,117,69,104,2,0,Married,1,54283,Inactive,202
33,Female,114,66,105,2,0,Widowed,0,52704,Inactive,144
21,Female,121,68,115,1,0,Widowed,1,24992,Inactive,290
23,Female,142,74,100,0,0,Widowed,2,24874,Active,340
65,Female,136,65,97,0,0,Married,2,56500,Inactive,91
24,Female,120,65,110,0,0,Single,3,24949,Inactive,182
36,Female,117,68,99,0,0,Married,4,55722,Inactive,149
28,Female,121,61,101,1,0,Married,3,55738,Active,303
63,Female,119,69,106,2,0,Cohabiting,2,55129,Inactive,142
31,Female,107,66,106,1,0,Married,2,54706,Inactive,159
32,Male,174,72,98,2,0,Widowed,2,54884,Inactive,157
61,Female,144,67,100,0,0,Divorced,3,54658,Inactive,96
57,Female,134,66,99,0,0,Married,1,54794,Active,178
67,Female,149,68,99,0,0,Married,2,25106,Inactive,89
60,Female,131,68,93,0,0,Widowed,0,55026,Active,200
21,Female,144,69,95,0,0,Single,2,25047,Active,331
42,Male,127,73,95,2,0,Married,2,56301,Very Active,195
43,Female,119,69,94,1,0,Married,2,54874,Very Active,288
80,Female,107,64,104,1,0,Married,1,24906,Inactive,100
22,Male,178,74,100,0,0,Married,3,24957,Active,245
77,Female,138,67,108,0,0,Married,1,24833,Active,162
51,Female,122,67,91,1,9,Married,4,54902,Active,173
68,Male,159,71,98,1,0,Single,2,25050,Inactive,85
43,Female,142,66,102,1,0,Married,2,53993,Very Active,265
22,Male,154,74,107,0,0,Widowed,3,25072,Active,287
80,Female,112,67,104,1,0,Divorced,0,25000,Active,141
77,Female,126,64,101,3,0,Cohabiting,2,25052,Active,153
80,Male,189,76,97,1,0,Married,4,24999,Inactive,75
34,Female,148,65,106,4,0,Divorced,2,55118,Inactive,150
36,Female,104,66,96,1,0,Widowed,0,55954,Very Active,329
59,Male,123,72,92,2,30,Single,0,53693,Active,97
56,Female,117,68,100,1,37,Divorced,0,55871,Inactive,71
55,Female,132,68,96,0,0,Cohabiting,4,58275,Inactive,107
30,Female,149,65,100,1,0,Cohabiting,3,53463,Inactive,211
56,Female,141,66,102,3,0,Widowed,3,55223,Inactive,142
62,Female,150,65,115,0,0,Married,1,56860,Inactive,115
33,Male,164,69,101,0,39,Single,3,54166,Inactive,94
65,Female,123,64,99,1,0,Cohabiting,1,55730,Active,182
56,Female,116,72,97,1,0,Cohabiting,2,55679,Inactive,136
34,Female,111,64,97,1,0,Widowed,0,56611,Active,291
71,Female,139,66,95,0,0,Married,2,25044,Active,171
76,Female,142,62,102,1,0,Married,4,25025,Inactive,77
63,Female,138,66,93,2,0,Divorced,0,56450,Very Active,202
35,Female,131,64,101,2,0,Single,0,52902,Inactive,195
73,Female,113,61,100,2,0,Married,1,24851,Active,142
51,Female,120,69,97,0,0,Widowed,3,54021,Active,233
49,Female,114,61,102,0,0,Divorced,2,56008,Active,198
59,Female,125,65,114,0,3,Married,4,54547,Inactive,145
59,Male,142,70,100,1,0,Single,2,55350,Active,144
35,Female,141,67,93,2,0,Cohabiting,1,54856,Inactive,131
60,Male,144,70,105,2,0,Widowed,0,54872,Inactive,90
33,Female,140,67,99,1,0,Single,2,54690,Very Active,316
42,Female,143,64,104,2,0,Single,1,54101,Inactive,170
64,Male,185,69,95,3,0,Widowed,1,56466,Inactive,87
34,Male,155,73,102,0,0,Married,3,58847,Inactive,147
57,Female,129,66,95,2,0,Divorced,3,55858,Active,196
42,Female,112,66,93,0,0,Married,4,55148,Active,266
74,Female,125,68,102,1,0,Married,2,24909,Inactive,105
51,Male,161,75,98,2,0,Married,3,56374,Inactive,114
47,Male,175,76,91,0,0,Divorced,1,54214,Inactive,117
71,Male,174,74,104,0,0,Married,3,25068,Active,118
34,Male,175,74,100,0,26,Cohabiting,2,54025,Active,133
76,Female,117,68,103,0,0,Married,2,25114,Very Active,192
29,Male,186,73,97,0,22,Cohabiting,3,56029,Active,146
18,Male,196,73,105,0,0,Married,3,25028,Active,251
70,Female,143,66,95,3,0,Married,2,25058,Inactive,81
24,Male,173,71,106,0,0,Divorced,2,24992,Active,249
53,Male,164,77,104,1,0,Divorced,0,54290,Inactive,131
33,Female,134,68,104,1,0,Married,4,54640,Inactive,217
23,Male,173,69,88,3,0,Divorced,1,24979,Active,182
19,Male,164,71,91,1,0,Married,1,25022,Inactive,174
80,Female,107,68,97,1,0,Widowed,0,25002,Active,163
52,Female,131,61,89,0,9,Widowed,3,54535,Active,163
76,Female,129,65,96,4,0,Married,3,24928,Active,133
49,Female,137,64,106,0,0,Married,2,54172,Active,221
20,Female,135,69,106,0,0,Married,3,24995,Inactive,200
65,Male,175,67,95,0,0,Married,3,53097,Very Active,141
18,Female,128,59,106,0,0,Cohabiting,1,25069,Inactive,182
33,Female,161,68,103,0,22,Single,2,54903,Active,176
57,Male,185,74,105,2,0,Widowed,1,55333,Active,135
62,Male,175,68,101,2,0,Married,4,55955,Active,124
49,Female,140,64,88,0,37,Divorced,2,56007,Inactive,73
76,Female,121,61,110,2,0,Single,1,25010,Inactive,97
58,Female,107,69,90,1,0,Married,1,51877,Active,185
29,Female,132,62,104,0,30,Married,4,55465,Very Active,217
69,Female,113,66,90,1,0,Married,1,25204,Inactive,134
55,Male,175,66,108,2,39,Married,2,53990,Active,84
42,Female,126,66,102,2,1,Married,1,55639,Very Active,267
52,Female,115,68,93,1,20,Married,2,55444,Inactive,87
74,Female,141,67,104,0,0,Divorced,3,24804,Inactive,125
43,Male,153,70,99,2,0,Divorced,0,53332,Active,151
72,Female,114,66,97,0,0,Married,2,24857,Active,177
65,Female,134,63,104,1,0,Cohabiting,2,53957,Active,154
47,Male,177,73,107,0,0,Single,1,55820,Inactive,114
72,Female,119,64,101,1,0,Married,4,24958,Inactive,127
40,Male,171,69,100,0,0,Cohabiting,4,53242,Inactive,138
65,Male,193,71,93,2,0,Cohabiting,3,55156,Inactive,90
42,Male,216,68,111,1,30,Married,3,55165,Inactive,92
61,Female,133,66,103,1,0,Divorced,3,54638,Active,166
50,Female,141,71,101,0,0,Divorced,1,53723,Very Active,258
57,Female,136,66,109,2,0,Single,3,56220,Inactive,96
65,Female,104,66,96,2,0,Widowed,0,53286,Inactive,93
56,Female,123,62,111,1,0,Married,2,57862,Inactive,99
60,Female,145,74,94,0,33,Married,3,56667,Inactive,108
77,Male,157,72,100,1,0,Cohabiting,1,25092,Very Active,127
35,Female,136,68,102,2,0,Cohabiting,2,52844,Inactive,201
51,Female,103,64,105,1,0,Divorced,1,52886,Very Active,255
70,Female,102,63,103,1,0,Married,3,24903,Active,178
74,Female,113,65,95,0,0,Married,4,24924,Inactive,108
79,Male,158,66,105,1,0,Widowed,1,25017,Inactive,92
28,Male,195,69,102,0,0,Married,3,55353,Active,194
61,Female,95,63,98,1,20,Widowed,3,54299,Inactive,80
70,Female,103,65,106,1,0,Widowed,2,25154,Inactive,112
24,Male,150,74,104,2,17,Widowed,0,24891,Inactive,132
23,Female,129,69,98,2,0,Married,1,25127,Active,347
79,Male,179,70,88,1,0,Divorced,1,24933,Active,110
63,Female,129,66,96,1,23,Single,1,54786,Inactive,74
53,Female,114,69,96,0,7,Married,4,55301,Inactive,130
48,Male,175,73,103,1,0,Married,3,54443,Inactive,120
26,Female,127,66,105,1,0,Married,2,56685,Active,289
77,Female,127,63,104,1,0,Married,1,24921,Very Active,177
76,Female,137,61,104,3,0,Divorced,3,25145,Inactive,93
29,Female,117,71,101,1,0,Married,3,54115,Very Active,380
22,Female,118,65,94,2,15,Married,4,25043,Inactive,132
71,Male,172,75,102,0,0,Widowed,0,25006,Very Active,141
18,Female,106,63,94,0,0,Married,1,24811,Very Active,489
35,Male,177,78,98,1,0,Married,2,54623,Inactive,168
61,Female,144,64,101,1,0,Married,3,54304,Very Active,205
79,Male,170,74,104,0,0,Widowed,1,25189,Active,119
29,Female,141,71,99,0,25,Married,3,56839,Very Active,244
75,Male,169,74,109,2,0,Married,2,25008,Active,105
20,Female,112,64,104,0,0,Married,4,24968,Inactive,306
23,Male,213,74,91,0,0,Cohabiting,2,24900,Inactive,199
46,Female,140,68,100,2,0,Single,3,54798,Inactive,112
23,Male,160,68,106,0,0,Married,1,25047,Active,254
70,Female,122,67,85,0,0,Married,4,25125,Active,157
26,Male,151,70,102,1,32,Married,3,57525,Inactive,108
25,Male,174,70,101,1,0,Married,3,56374,Very Active,241
19,Female,124,65,91,2,0,Widowed,3,24883,Active,367
49,Male,170,68,103,0,0,Single,0,55298,Inactive,134
49,Female,101,64,97,3,0,Widowed,3,55700,Active,221
63,Male,175,73,107,1,0,Married,4,55228,Active,122
72,Female,131,63,99,0,26,Married,4,24942,Inactive,66
74,Male,176,75,97,1,0,Widowed,0,24950,Inactive,100
58,Male,179,68,95,0,0,Married,1,53140,Active,129
32,Female,91,67,96,3,10,Married,4,56650,Inactive,161
23,Female,133,65,101,0,0,Single,2,24983,Very Active,399
46,Male,155,71,113,1,0,Cohabiting,2,54107,Inactive,126
57,Female,106,66,106,0,0,Married,2,54029,Inactive,162
32,Female,138,66,108,1,0,Married,3,53472,Inactive,142
55,Female,126,68,103,0,0,Widowed,2,55923,Inactive,162
49,Female,106,69,89,1,0,Married,4,53428,Active,240
61,Female,137,63,102,0,0,Cohabiting,4,55329,Active,164
55,Female,147,60,102,0,0,Married,3,54001,Active,191
48,Female,114,64,92,1,0,Single,3,55003,Inactive,172
64,Female,121,65,107,2,0,Married,4,53401,Active,182
63,Male,177,73,106,2,0,Divorced,1,55672,Active,127
69,Male,181,72,101,2,0,Married,1,25069,Inactive,89
50,Female,115,66,99,1,0,Married,2,56128,Inactive,113
23,Female,127,71,101,1,0,Married,2,25054,Active,328
69,Female,120,67,99,1,0,Single,3,25019,Inactive,89
35,Female,138,68,108,0,0,Widowed,3,55778,Inactive,214
57,Female,115,68,88,2,0,Single,3,54167,Active,178
64,Male,159,79,90,1,0,Married,1,55553,Active,140
30,Female,130,65,102,1,0,Married,1,54280,Inactive,186
47,Female,122,71,115,1,0,Widowed,2,55941,Inactive,151
44,Female,132,60,102,2,37,Single,3,55685,Inactive,72
47,Female,132,63,100,0,0,Cohabiting,1,54572,Inactive,171
48,Male,168,73,101,2,20,Married,2,55524,Inactive,92
29,Female,159,67,106,1,0,Married,2,54559,Inactive,143
23,Male,175,75,103,0,0,Single,0,24978,Very Active,290
71,Female,99,64,94,1,0,Widowed,1,25144,Inactive,89
80,Male,154,77,111,0,22,Married,1,24964,Inactive,83
74,Female,127,69,105,0,0,Divorced,1,24859,Inactive,129
44,Female,125,61,102,2,0,Divorced,0,55321,Inactive,168
37,Male,181,74,103,0,0,Married,3,53691,Active,183
44,Female,135,65,98,1,0,Married,1,53463,Inactive,117
75,Female,114,70,101,1,0,Divorced,3,25033,Very Active,193
